agent,time,contribution
Agent_2,0,0.05016419879901444
Agent_2,1,0.045376402365280954
Agent_2,2,0.04358070845522564
Agent_2,3,0.0486275281545263
Agent_2,4,0.05757119875707952
Agent_2,5,0.05638014957711263
Agent_2,6,0.05447731137932216
Agent_2,7,0.060997169285479325
Agent_2,8,0.06022962841235976
Agent_2,9,0.06447686240658683
Agent_2,10,0.06098153510858242
Agent_2,11,0.05516978116904792
Agent_2,12,0.061927474196184905
Agent_2,13,0.0621694532890717
Agent_2,14,0.06890354758110775
Agent_2,15,0.07452529259884429
Agent_2,16,0.07795584810559793
Agent_2,17,0.06688951067379402
Agent_2,18,0.07708585740150177
Agent_2,19,0.07514347638478236
Agent_2,20,0.08055482587784231
Agent_2,21,0.08534209160348862
Agent_2,22,0.07802389051691934
Agent_2,23,0.08200484867484455
Agent_2,24,0.08162543733147203
Agent_2,25,0.08055145910088203
Agent_2,26,0.0812862401411153
Agent_2,27,0.07730475231471338
Agent_2,28,0.07677584145623344
Agent_2,29,0.07733980190685441
Agent_2,30,0.0689871065637507
Agent_2,31,0.06660045947139093
Agent_2,32,0.06950452652868576
Agent_2,33,0.07256275544830079
Agent_2,34,0.07277083544117839
Agent_2,35,0.06659688250929363
Agent_2,36,0.06389245497756442
Agent_2,37,0.06429507207178242
Agent_2,38,0.05644173727006479
Agent_2,39,0.0593738184110675
Agent_2,40,0.06446453598858844
Agent_2,41,0.06075698620436691
Agent_2,42,0.0613224835655393
Agent_2,43,0.07520934823263324
Agent_2,44,0.08037692885035283
Agent_2,45,0.08699430084056178
Agent_2,46,0.0944757871839142
Agent_2,47,0.1063360243814056
Agent_2,48,0.10207751474779188
Agent_2,49,0.10067391600708993
Agent_2,50,0.09910539030105828
Agent_2,51,0.09325219866038027
Agent_2,52,0.10154446702384648
Agent_2,53,0.09975877046955191
Agent_2,54,0.10082507165123947
Agent_2,55,0.09738762369343713
Agent_2,56,0.10200826704476482
Agent_2,57,0.0956093119873991
Agent_2,58,0.08633731863256465
Agent_2,59,0.08108705013488691
Agent_2,60,0.08055640742025488
Agent_2,61,0.08690340425628247
Agent_2,62,0.08317257902320993
Agent_2,63,0.0854485833185412
Agent_2,64,0.08653233242900196
Agent_2,65,0.08796704200331322
Agent_2,66,0.09464530686335468
Agent_2,67,0.08934735815811543
Agent_2,68,0.08506690481523356
Agent_2,69,0.0816856400046958
Agent_2,70,0.08479432405705468
Agent_2,71,0.08084663077988923
Agent_2,72,0.074940905173076
Agent_2,73,0.08074960276888797
Agent_2,74,0.0786380158184745
Agent_2,75,0.08056259599816834
Agent_2,76,0.07476151479668164
Agent_2,77,0.07810913081408309
Agent_2,78,0.07824790046313318
Agent_2,79,0.08406640136347823
Agent_2,80,0.08546328871745536
Agent_2,81,0.0933664733212547
Agent_2,82,0.08451233980034775
Agent_2,83,0.091827119899517
Agent_2,84,0.08617044535045247
Agent_2,85,0.08452735492734913
Agent_2,86,0.08557926138512394
Agent_2,87,0.08383106295959497
Agent_2,88,0.08021684798825249
Agent_2,89,0.08271303217681458
Agent_2,90,0.08096429815498093
Agent_2,91,0.0865632459668994
Agent_2,92,0.08239597466435943
Agent_2,93,0.08228629761294222
Agent_2,94,0.08356954412971701
Agent_2,95,0.07664854399527102
Agent_2,96,0.07356200773523015
Agent_2,97,0.07875343867460471
Agent_2,98,0.08113922311504732
Agent_2,99,0.07987400321518957
Agent_3,0,0.0784412109309327
Agent_3,1,0.079712619516247
Agent_3,2,0.07707359608614235
Agent_3,3,0.0706869869518713
Agent_3,4,0.07091527002398768
Agent_3,5,0.06532423005161822
Agent_3,6,0.06428981848621314
Agent_3,7,0.07026696370459515
Agent_3,8,0.0704744583569967
Agent_3,9,0.06684479020231802
Agent_3,10,0.07527971259499112
Agent_3,11,0.0751636414588591
Agent_3,12,0.0739626682580116
Agent_3,13,0.08113017508810395
Agent_3,14,0.07484654885738506
Agent_3,15,0.07385006220237089
Agent_3,16,0.07268364745189546
Agent_3,17,0.07258186747822346
Agent_3,18,0.07694860809530905
Agent_3,19,0.07568007776121902
Agent_3,20,0.08324979188706036
Agent_3,21,0.07798189596668607
Agent_3,22,0.08451278302120513
Agent_3,23,0.08663200217735627
Agent_3,24,0.09700150198781285
Agent_3,25,0.0988845880910853
Agent_3,26,0.10213420034318274
Agent_3,27,0.10277935561992223
Agent_3,28,0.10643775015733029
Agent_3,29,0.10440706620781463
Agent_3,30,0.10635755910431545
Agent_3,31,0.10826715545257898
Agent_3,32,0.10130775990401084
Agent_3,33,0.10046536905867878
Agent_3,34,0.10264174630670811
Agent_3,35,0.0972321880203209
Agent_3,36,0.09948443800815039
Agent_3,37,0.09990919827351108
Agent_3,38,0.10393229830515963
Agent_3,39,0.1051644945797823
Agent_3,40,0.11018874982227805
Agent_3,41,0.11689539547447998
Agent_3,42,0.11799269774394143
Agent_3,43,0.12074794107309518
Agent_3,44,0.12430802010530821
Agent_3,45,0.1354253822568145
Agent_3,46,0.14184847553067723
Agent_3,47,0.15657202589758798
Agent_3,48,0.15881335419140657
Agent_3,49,0.16454297849485874
Agent_3,50,0.16135260946117969
Agent_3,51,0.15935392869354156
Agent_3,52,0.1488348867713812
Agent_3,53,0.14288593325570467
Agent_3,54,0.1423853341848211
Agent_3,55,0.1368508655634615
Agent_3,56,0.12380600712481822
Agent_3,57,0.11826963800957482
Agent_3,58,0.11682309853257261
Agent_3,59,0.11150639045352283
Agent_3,60,0.10311440347142531
Agent_3,61,0.10747592626227072
Agent_3,62,0.10470411127069373
Agent_3,63,0.09838628377511476
Agent_3,64,0.1014968070975494
Agent_3,65,0.11002133681145798
Agent_3,66,0.10840880397560589
Agent_3,67,0.10624718879444914
Agent_3,68,0.10254040974813937
Agent_3,69,0.10754047241907062
Agent_3,70,0.10456816086319962
Agent_3,71,0.1135392451845047
Agent_3,72,0.10887906868143037
Agent_3,73,0.11466244767861475
Agent_3,74,0.10906913961987955
Agent_3,75,0.11030431603236539
Agent_3,76,0.10655270551972568
Agent_3,77,0.10214446294233011
Agent_3,78,0.1036279283642052
Agent_3,79,0.10335914166796249
Agent_3,80,0.10395373403364434
Agent_3,81,0.09947686696305415
Agent_3,82,0.10766955637803413
Agent_3,83,0.10870858672766755
Agent_3,84,0.10490734628046411
Agent_3,85,0.10489941171956733
Agent_3,86,0.09813300544125735
Agent_3,87,0.0980774521237467
Agent_3,88,0.09871513569945294
Agent_3,89,0.09165970259031032
Agent_3,90,0.0966031029981946
Agent_3,91,0.09487821842237569
Agent_3,92,0.09668011866848307
Agent_3,93,0.09782003254469535
Agent_3,94,0.10635112415784426
Agent_3,95,0.11060907189906385
Agent_3,96,0.11747305710718275
Agent_3,97,0.1184359931642898
Agent_3,98,0.11431297058982556
Agent_3,99,0.11172252043958046
Agent_4,0,0.10233743353011687
Agent_4,1,0.10510215051594779
Agent_4,2,0.10647572027259031
Agent_4,3,0.10874550943467466
Agent_4,4,0.104448045155163
Agent_4,5,0.0994216678909807
Agent_4,6,0.09897918665742175
Agent_4,7,0.10457314259482454
Agent_4,8,0.10268484200148863
Agent_4,9,0.10668011263268322
Agent_4,10,0.10827236071212001
Agent_4,11,0.1121289689106286
Agent_4,12,0.1105554969024268
Agent_4,13,0.10870864940713014
Agent_4,14,0.10655443014671587
Agent_4,15,0.10113253754934969
Agent_4,16,0.106123975341184
Agent_4,17,0.11313005766627211
Agent_4,18,0.10984017028280157
Agent_4,19,0.10702696086413029
Agent_4,20,0.10387126493758986
Agent_4,21,0.09860119766206227
Agent_4,22,0.09413373684659586
Agent_4,23,0.09689734291895175
Agent_4,24,0.10207174011995768
Agent_4,25,0.10526013166138001
Agent_4,26,0.10572286749373486
Agent_4,27,0.09593248129062079
Agent_4,28,0.09236517698306178
Agent_4,29,0.08288703281758641
Agent_4,30,0.08895578165800194
Agent_4,31,0.09465376484238289
Agent_4,32,0.08696697465392857
Agent_4,33,0.09352626572188433
Agent_4,34,0.09995401884979264
Agent_4,35,0.09944363297262877
Agent_4,36,0.09699403022492024
Agent_4,37,0.0925297221429792
Agent_4,38,0.08499052038980748
Agent_4,39,0.08580770018949124
Agent_4,40,0.07989613246003764
Agent_4,41,0.08821134020230548
Agent_4,42,0.0820615943551019
Agent_4,43,0.08042401824312666
Agent_4,44,0.07851107044372334
Agent_4,45,0.07616100590997232
Agent_4,46,0.07608807947963193
Agent_4,47,0.07708814772880626
Agent_4,48,0.07902955586560392
Agent_4,49,0.07960859895208691
Agent_4,50,0.07811529314943275
Agent_4,51,0.08134615872097611
Agent_4,52,0.09025809970368147
Agent_4,53,0.08860579485525454
Agent_4,54,0.0861456430366982
Agent_4,55,0.08785851367899399
Agent_4,56,0.09171709385541149
Agent_4,57,0.08863454363728934
Agent_4,58,0.08780110646080776
Agent_4,59,0.08962405616585926
Agent_4,60,0.08846531696975464
Agent_4,61,0.09320357092575429
Agent_4,62,0.09716244647567217
Agent_4,63,0.10069253375344057
Agent_4,64,0.10109635827210772
Agent_4,65,0.10125864495791065
Agent_4,66,0.09917597617957406
Agent_4,67,0.096944545136534
Agent_4,68,0.102230732402207
Agent_4,69,0.10539234309310795
Agent_4,70,0.10720603627880261
Agent_4,71,0.10886116975216184
Agent_4,72,0.11603059190295976
Agent_4,73,0.10751962753515025
Agent_4,74,0.10859178095419506
Agent_4,75,0.10837230451506841
Agent_4,76,0.11019625519878157
Agent_4,77,0.10494122464380122
Agent_4,78,0.11036070249627139
Agent_4,79,0.10681268867600535
Agent_4,80,0.11225994667152633
Agent_4,81,0.10423672437573898
Agent_4,82,0.10680880308364327
Agent_4,83,0.10545979533305219
Agent_4,84,0.10683855966729688
Agent_4,85,0.10512335481480653
Agent_4,86,0.10878212046802559
Agent_4,87,0.11029979197388559
Agent_4,88,0.10688753325849959
Agent_4,89,0.11145813985273868
Agent_4,90,0.11006866070601168
Agent_4,91,0.1038717339263554
Agent_4,92,0.1019854651864297
Agent_4,93,0.10539557522765472
Agent_4,94,0.10094438890508887
Agent_4,95,0.10308309461207307
Agent_4,96,0.10540749187144831
Agent_4,97,0.10280702008638945
Agent_4,98,0.1045684578007896
Agent_4,99,0.10380163291950942
Agent_5,0,0.14760005638788304
Agent_5,1,0.14743277668206808
Agent_5,2,0.14290648742747386
Agent_5,3,0.14437950329379742
Agent_5,4,0.13671945107652397
Agent_5,5,0.1367318025510263
Agent_5,6,0.14253067280143158
Agent_5,7,0.13423092126794298
Agent_5,8,0.13595315837062844
Agent_5,9,0.13069762272141658
Agent_5,10,0.1280698232915752
Agent_5,11,0.123395752587079
Agent_5,12,0.12515239738288633
Agent_5,13,0.12413044093523784
Agent_5,14,0.11088593759050992
Agent_5,15,0.10858045579070302
Agent_5,16,0.10952680857907834
Agent_5,17,0.11646474804174232
Agent_5,18,0.11048060038768083
Agent_5,19,0.11704460480539888
Agent_5,20,0.11723698510963486
Agent_5,21,0.12742705964716575
Agent_5,22,0.1296394713742761
Agent_5,23,0.12113891976444138
Agent_5,24,0.1165943631096546
Agent_5,25,0.1163915313485602
Agent_5,26,0.11626531515963272
Agent_5,27,0.11944169904101429
Agent_5,28,0.11757418471949634
Agent_5,29,0.11496868756685477
Agent_5,30,0.1171781964580871
Agent_5,31,0.11624066674000545
Agent_5,32,0.1163431936910927
Agent_5,33,0.11876131900947723
Agent_5,34,0.121659276064184
Agent_5,35,0.12860999633460646
Agent_5,36,0.12604017266314532
Agent_5,37,0.12740477129532962
Agent_5,38,0.129724195689704
Agent_5,39,0.12261416574049515
Agent_5,40,0.1132252925561009
Agent_5,41,0.11458150238759139
Agent_5,42,0.1214748656982399
Agent_5,43,0.12015449204468484
Agent_5,44,0.12141492759173281
Agent_5,45,0.11636385402601009
Agent_5,46,0.10778641764246628
Agent_5,47,0.10573566237152682
Agent_5,48,0.10409357336047867
Agent_5,49,0.10164039805630617
Agent_5,50,0.10375961761245887
Agent_5,51,0.10063366798808304
Agent_5,52,0.10222144661234234
Agent_5,53,0.10233483159536953
Agent_5,54,0.09905762900447497
Agent_5,55,0.09723123467034175
Agent_5,56,0.09853326689380516
Agent_5,57,0.09890726099189037
Agent_5,58,0.0930707364556111
Agent_5,59,0.09236613641006439
Agent_5,60,0.1002142251490313
Agent_5,61,0.09470249337545197
Agent_5,62,0.10554856166944494
Agent_5,63,0.10222097410497458
Agent_5,64,0.10193505616291784
Agent_5,65,0.09881112698293881
Agent_5,66,0.10380706301704357
Agent_5,67,0.10622748625977935
Agent_5,68,0.10636048023398068
Agent_5,69,0.1082851373630408
Agent_5,70,0.10526782824539203
Agent_5,71,0.10561457201647761
Agent_5,72,0.1040584987882557
Agent_5,73,0.1008456045087918
Agent_5,74,0.1045900263121874
Agent_5,75,0.10683387990975413
Agent_5,76,0.11116217093027005
Agent_5,77,0.11063080537456384
Agent_5,78,0.11060429632286371
Agent_5,79,0.1076352786624473
Agent_5,80,0.10788000344887413
Agent_5,81,0.10259869631679681
Agent_5,82,0.10686303308995068
Agent_5,83,0.10261428917922526
Agent_5,84,0.10872819412036536
Agent_5,85,0.10781038254844154
Agent_5,86,0.10989873912252184
Agent_5,87,0.1088372410076119
Agent_5,88,0.1057899666737016
Agent_5,89,0.1030977886408478
Agent_5,90,0.09992942822414468
Agent_5,91,0.0985033382547897
Agent_5,92,0.10420271059301106
Agent_5,93,0.10910178155270445
Agent_5,94,0.10496031538531311
Agent_5,95,0.10048939279642106
Agent_5,96,0.10567756519422716
Agent_5,97,0.10571266239946982
Agent_5,98,0.10757489094084154
Agent_5,99,0.1022737417192849
Agent_6,0,0.17268888894972434
Agent_6,1,0.17275179065926885
Agent_6,2,0.17667092147476968
Agent_6,3,0.17057315481926993
Agent_6,4,0.17086242098444068
Agent_6,5,0.17252623985938118
Agent_6,6,0.17480503186984392
Agent_6,7,0.16802252029280826
Agent_6,8,0.16690014463106037
Agent_6,9,0.160693775730889
Agent_6,10,0.1635100726293761
Agent_6,11,0.17533369350267092
Agent_6,12,0.17020091288810985
Agent_6,13,0.17125184797546425
Agent_6,14,0.16992789846266595
Agent_6,15,0.16267839506631174
Agent_6,16,0.1625518029102713
Agent_6,17,0.16018410910711792
Agent_6,18,0.15238600160712243
Agent_6,19,0.14845658718323676
Agent_6,20,0.13991914689505935
Agent_6,21,0.14044741827733306
Agent_6,22,0.14413904809155825
Agent_6,23,0.13506836383706564
Agent_6,24,0.13572732102330118
Agent_6,25,0.13949872499183985
Agent_6,26,0.14403682086741068
Agent_6,27,0.14629127771516157
Agent_6,28,0.14957083106714952
Agent_6,29,0.16039411701704645
Agent_6,30,0.15825396128431063
Agent_6,31,0.15984708839368347
Agent_6,32,0.16388327815506853
Agent_6,33,0.15529271945376213
Agent_6,34,0.15744455637617039
Agent_6,35,0.16326398679101162
Agent_6,36,0.1682907715675532
Agent_6,37,0.17195364129990356
Agent_6,38,0.172503419344738
Agent_6,39,0.17151947725450287
Agent_6,40,0.16982090107714504
Agent_6,41,0.16641703232135796
Agent_6,42,0.1694871501612108
Agent_6,43,0.16023742291451287
Agent_6,44,0.1569809726332505
Agent_6,45,0.15071257993830142
Agent_6,46,0.14616784716036416
Agent_6,47,0.13798993622677197
Agent_6,48,0.14124771520267096
Agent_6,49,0.14311072398467298
Agent_6,50,0.14120194322225618
Agent_6,51,0.14626813334936029
Agent_6,52,0.14529435743660052
Agent_6,53,0.1406327699225214
Agent_6,54,0.14709991663158425
Agent_6,55,0.15462682255329774
Agent_6,56,0.15897943192509645
Agent_6,57,0.16221344462301082
Agent_6,58,0.16370777688403243
Agent_6,59,0.16909049839224463
Agent_6,60,0.1736706102001859
Agent_6,61,0.17217514877364923
Agent_6,62,0.1645699497390022
Agent_6,63,0.17083275508081494
Agent_6,64,0.1724149607633819
Agent_6,65,0.1726755777999907
Agent_6,66,0.16557435219098174
Agent_6,67,0.170612804617592
Agent_6,68,0.17390731617900776
Agent_6,69,0.17051336490557567
Agent_6,70,0.16724410214056237
Agent_6,71,0.1610531687103956
Agent_6,72,0.16326692486773584
Agent_6,73,0.1637505263186908
Agent_6,74,0.15384057851409216
Agent_6,75,0.15190750742855766
Agent_6,76,0.14913304887802642
Agent_6,77,0.15044576901788098
Agent_6,78,0.14500219190607957
Agent_6,79,0.14872118944341411
Agent_6,80,0.15245700772433796
Agent_6,81,0.14929338679880125
Agent_6,82,0.1452000900537315
Agent_6,83,0.14577329868959404
Agent_6,84,0.1426508531830271
Agent_6,85,0.13628834168445725
Agent_6,86,0.1410020221168676
Agent_6,87,0.14373956868527718
Agent_6,88,0.14395150884220875
Agent_6,89,0.1423885243162211
Agent_6,90,0.14094524527968705
Agent_6,91,0.14187812351629223
Agent_6,92,0.1400315191048631
Agent_6,93,0.12610344848163985
Agent_6,94,0.12402469348603418
Agent_6,95,0.1239881730953387
Agent_6,96,0.12065830029256226
Agent_6,97,0.11467746631699222
Agent_6,98,0.11698263203115014
Agent_6,99,0.11690290979002654
Agent_7,0,0.1691333031163917
Agent_7,1,0.16734881447440184
Agent_7,2,0.1710359427340707
Agent_7,3,0.16853703609760337
Agent_7,4,0.16207589971672984
Agent_7,5,0.1695244314592103
Agent_7,6,0.15998663271048502
Agent_7,7,0.16424110830199792
Agent_7,8,0.1582588073157996
Agent_7,9,0.15855231135901168
Agent_7,10,0.1548344448408265
Agent_7,11,0.15379709565105484
Agent_7,12,0.14967339108934727
Agent_7,13,0.14625922910929534
Agent_7,14,0.15350503969100196
Agent_7,15,0.1582730016649598
Agent_7,16,0.15212972236953728
Agent_7,17,0.15556705776700364
Agent_7,18,0.16008349504075925
Agent_7,19,0.16929158799818028
Agent_7,20,0.17353805327633562
Agent_7,21,0.17013689272311716
Agent_7,22,0.16943554950844958
Agent_7,23,0.17207415690411254
Agent_7,24,0.16553656621971982
Agent_7,25,0.1668736103907087
Agent_7,26,0.15920086646749618
Agent_7,27,0.16543312608396263
Agent_7,28,0.16269852894768025
Agent_7,29,0.15883312251438642
Agent_7,30,0.15828400967245687
Agent_7,31,0.15697204179057023
Agent_7,32,0.1651371893110774
Agent_7,33,0.16950404895830867
Agent_7,34,0.16741757410020408
Agent_7,35,0.1697080920367089
Agent_7,36,0.1728704656833816
Agent_7,37,0.16581261726472407
Agent_7,38,0.1667527559267876
Agent_7,39,0.1725916494468689
Agent_7,40,0.18345816113147675
Agent_7,41,0.1801413904358152
Agent_7,42,0.17761254786688918
Agent_7,43,0.18211957826556632
Agent_7,44,0.1767972896415692
Agent_7,45,0.18291049374870286
Agent_7,46,0.1856027908938466
Agent_7,47,0.17319731703941088
Agent_7,48,0.16737863705824707
Agent_7,49,0.16968574539194628
Agent_7,50,0.17936065941690563
Agent_7,51,0.17595903598857754
Agent_7,52,0.1724438973153572
Agent_7,53,0.1754887546150813
Agent_7,54,0.1742586937855513
Agent_7,55,0.17903798289340725
Agent_7,56,0.1864467725196782
Agent_7,57,0.19444935421231144
Agent_7,58,0.2000128765386309
Agent_7,59,0.20283788259614904
Agent_7,60,0.20115473416098867
Agent_7,61,0.19810984017024585
Agent_7,62,0.19744516583367744
Agent_7,63,0.19843598336344376
Agent_7,64,0.1954912214000474
Agent_7,65,0.19385499187530844
Agent_7,66,0.2013934403917715
Agent_7,67,0.20089311947946112
Agent_7,68,0.20078631934756358
Agent_7,69,0.19981308462247238
Agent_7,70,0.20843283772812563
Agent_7,71,0.2085917576346086
Agent_7,72,0.22031455609967127
Agent_7,73,0.22241152211712822
Agent_7,74,0.2268237389331274
Agent_7,75,0.22398039558550756
Agent_7,76,0.22614941090960933
Agent_7,77,0.22346805996584843
Agent_7,78,0.21943218030056835
Agent_7,79,0.21764434078645076
Agent_7,80,0.21962821881522238
Agent_7,81,0.2262158771562211
Agent_7,82,0.22752007236193225
Agent_7,83,0.2189020891435094
Agent_7,84,0.2194468626511499
Agent_7,85,0.21850176364425153
Agent_7,86,0.21846961933772513
Agent_7,87,0.21518027064068113
Agent_7,88,0.22237873939981118
Agent_7,89,0.228641393019289
Agent_7,90,0.23500320703303085
Agent_7,91,0.23318902565119567
Agent_7,92,0.23443929091514973
Agent_7,93,0.23902352318349318
Agent_7,94,0.2357878357147949
Agent_7,95,0.23485962977531763
Agent_7,96,0.2261880319416093
Agent_7,97,0.23326542867483224
Agent_7,98,0.2161403774241051
Agent_7,99,0.22556177786350745
Agent_8,0,0.26354315687781676
Agent_8,1,0.25891736497017154
Agent_8,2,0.2535543941308118
Agent_8,3,0.25501000048725436
Agent_8,4,0.25674503229483303
Agent_8,5,0.2530121597090426
Agent_8,6,0.25321923142828107
Agent_8,7,0.25792666272990955
Agent_8,8,0.26129130048734284
Agent_8,9,0.2647737113241034
Agent_8,10,0.26629320998712125
Agent_8,11,0.25565490859878837
Agent_8,12,0.2558152643391602
Agent_8,13,0.2505077807552797
Agent_8,14,0.25328917159171654
Agent_8,15,0.251949331100504
Agent_8,16,0.2555713228240226
Agent_8,17,0.25930344270741296
Agent_8,18,0.2576147388718876
Agent_8,19,0.2523749591319524
Agent_8,20,0.25153103622359935
Agent_8,21,0.25132087365417993
Agent_8,22,0.2503026456389999
Agent_8,23,0.2507491998697725
Agent_8,24,0.24839088574161508
Agent_8,25,0.24453468865421144
Agent_8,26,0.24473737518095548
Agent_8,27,0.2448838904248835
Agent_8,28,0.2433396193061692
Agent_8,29,0.2442286184019225
Agent_8,30,0.24231899160202935
Agent_8,31,0.24087370198553326
Agent_8,32,0.24010620865331211
Agent_8,33,0.2344165906509002
Agent_8,34,0.2284332300926422
Agent_8,35,0.22841372381801456
Agent_8,36,0.22756306323457348
Agent_8,37,0.22584309846401485
Agent_8,38,0.23017911391821447
Agent_8,39,0.22662903533553574
Agent_8,40,0.22190231651952777
Agent_8,41,0.21897719380558436
Agent_8,42,0.2144290512877842
Agent_8,43,0.2076596149754161
Agent_8,44,0.20756708683818464
Agent_8,45,0.19817893458257763
Agent_8,46,0.19805694026979317
Agent_8,47,0.18830297020127504
Agent_8,48,0.18749301870663615
Agent_8,49,0.18719808007031405
Agent_8,50,0.1868710197607465
Agent_8,51,0.18781688257883714
Agent_8,52,0.18290831300077057
Agent_8,53,0.18352063825327417
Agent_8,54,0.18371189771824994
Agent_8,55,0.19276689429947416
Agent_8,56,0.1872595986859193
Agent_8,57,0.1910596295119475
Agent_8,58,0.19806613908491794
Agent_8,59,0.19606749683592797
Agent_8,60,0.19719806616869168
Agent_8,61,0.19194465008684372
Agent_8,62,0.19570069759570466
Agent_8,63,0.19386706382020374
Agent_8,64,0.19560809625369885
Agent_8,65,0.18517009134865964
Agent_8,66,0.18037053870088582
Agent_8,67,0.17941100960475068
Agent_8,68,0.180557366892751
Agent_8,69,0.17385586510937015
Agent_8,70,0.17726677842249727
Agent_8,71,0.1761814694320651
Agent_8,72,0.16819993983431852
Agent_8,73,0.17507766822398896
Agent_8,74,0.17715975486469587
Agent_8,75,0.16803520359375843
Agent_8,76,0.16284982422839478
Agent_8,77,0.16925391338594023
Agent_8,78,0.16959491019494413
Agent_8,79,0.1689544421023069
Agent_8,80,0.15958364359325103
Agent_8,81,0.1619933845231632
Agent_8,82,0.1615929238328675
Agent_8,83,0.15827678894612524
Agent_8,84,0.1572845762219757
Agent_8,85,0.15767028632038488
Agent_8,86,0.15933914112039677
Agent_8,87,0.1605346314238365
Agent_8,88,0.16819384727887565
Agent_8,89,0.164918717203069
Agent_8,90,0.1666348928401015
Agent_8,91,0.16865030676034712
Agent_8,92,0.17309636170924383
Agent_8,93,0.1739158356072727
Agent_8,94,0.1715789564753445
Agent_8,95,0.18768108870176697
Agent_8,96,0.1863364236515723
Agent_8,97,0.18684617510868612
Agent_8,98,0.1894366943162343
Agent_8,99,0.1870278187539549
